date,text,type,username,tweet,road_closure,modified_text,location
2016-11-29 22:24:30+00:00,"UPDATE  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",official,fl511_northeast,"UPDATE  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",1,"At Update  Disabled Truck At Duval At Interstate 295 West South Before Pritchard Rd, Right Shoulder Blocked ","{'Interstate 295 West South Before Pritchard Rd,'}"
2016-11-29 22:24:15+00:00,"UPDATE  Disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",official,fl511_northeast,"UPDATE  Disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",1,"At Update  Disabled Vehicle At Duval At Interstate 295 West North At Buckman, Left Shoulder Blocked ","{'Buckman', 'West North'}"
2016-11-29 22:19:09+00:00,UPDATE  Traffic congestion in Duval on I-95 north from Exit 347 Emerson to ramp to Exit 351 I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 north from Exit 347 Emerson to ramp to Exit 351 I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 North From Exit 347 Emerson To Ramp To Exit 351 Interstate 10 ,"{'Exit 351 Interstate 10', 'Exit 347 Emerson'}"
2016-11-29 22:15:02+00:00,NEW  Traffic congestion in Duval on I-295 W north from Buckman to ramp to Exit 10 US-17 ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-295 W north from Buckman to ramp to Exit 10 US-17 ,1,At New  Traffic Congestion At Duval At Interstate 295 West North From Buckman To Ramp To Exit 10 Us-17 ,"{'Interstate 295 West North From Buckman', 'Exit 10 Us-17'}"
2016-11-29 22:14:42+00:00,UPDATE  Traffic congestion in Duval on I-95 north from beyond Emerson to ramp to Exit 351 I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 north from beyond Emerson to ramp to Exit 351 I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 North From Beyond Emerson To Ramp To Exit 351 Interstate 10 ,{'Exit 351 Interstate 10'}
2016-11-29 22:10:03+00:00,"NEW  Crash in Duval on I-95 north before Fuller Warren, 2 left lanes blocked ",official,fl511_northeast,"NEW  Crash in Duval on I-95 north before Fuller Warren, 2 left lanes blocked ",1,"At New  Crash At Duval At Interstate 95 North Before Fuller Warren, 2 Left Lanes Blocked ",
2016-11-29 22:05:23+00:00,UPDATE  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to Exit 351 I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to Exit 351 I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Before Exit 353 Union St To Ramp To Exit 351 Interstate 10 ,{'Exit 351 Interstate 10'}
2016-11-29 22:05:23+00:00,UPDATE  Traffic congestion in Duval on SR-202   Butler Blvd west from Southside to at I-95 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on SR-202   Butler Blvd west from Southside to at I-95 ,1,At Update  Traffic Congestion At Duval At Sr-202   Butler Boulevard West From Southside To At Interstate 95 ,{'Interstate 95'}
2016-11-29 21:54:30+00:00,NEW  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to Exit 351 I-10 ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to Exit 351 I-10 ,1,At New  Traffic Congestion At Duval At Interstate 95 South From Before Exit 353 Union St To Ramp To Exit 351 Interstate 10 ,{'Exit 351 Interstate 10'}
2016-11-29 21:54:29+00:00,NEW  Traffic congestion in Duval on I-95 south at Exit 337 I-295 W ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 south at Exit 337 I-295 W ,1,At New  Traffic Congestion At Duval At Interstate 95 South At Exit 337 Interstate 295 West ,"{'Exit 337 Interstate', 'Interstate 95'}"
2016-11-29 21:49:20+00:00,UPDATE  Traffic congestion in Duval on I-95 south from Fuller Warren to at Exit 347 Emerson ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from Fuller Warren to at Exit 347 Emerson ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Fuller Warren To At Exit 347 Emerson ,{'Exit 347 Emerson'}
2016-11-29 21:44:21+00:00,NEW  Traffic congestion in Duval on SR-202   Butler Blvd west from beyond Southside to at I-95 ,official,fl511_northeast,NEW  Traffic congestion in Duval on SR-202   Butler Blvd west from beyond Southside to at I-95 ,1,At New  Traffic Congestion At Duval At Sr-202   Butler Boulevard West From Beyond Southside To At Interstate 95 ,{'Interstate 95'}
2016-11-29 21:39:39+00:00,NEW  Traffic congestion in Duval on I-95 south from beyond US-1 to at Exit 347 Emerson ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 south from beyond US-1 to at Exit 347 Emerson ,1,At New  Traffic Congestion At Duval At Interstate 95 South From Beyond Us-1 To At Exit 347 Emerson ,"{'Interstate 95 South From Beyond', 'Exit 347 Emerson'}"
2016-11-29 21:39:38+00:00,UPDATE  Traffic congestion in Duval on I-295 W north from Exit 61 I-95 to at Exit 3 St Aug Rd ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-295 W north from Exit 61 I-95 to at Exit 3 St Aug Rd ,1,At Update  Traffic Congestion At Duval At Interstate 295 West North From Exit 61 Interstate 95 To At Exit 3 St Aug Rd ,{'Exit 3 St Aug Rd'}
2016-11-29 21:39:38+00:00,UPDATE  Traffic congestion in Duval on I-95 south from beyond University to ramp to Exit 344 Butler ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from beyond University to ramp to Exit 344 Butler ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Beyond University To Ramp To Exit 344 Butler ,
2016-11-29 21:39:37+00:00,CLEARED  Traffic congestion in Duval on I-95 south from beyond 8th St to ramp to I-10 ,official,fl511_northeast,CLEARED  Traffic congestion in Duval on I-95 south from beyond 8th St to ramp to I-10 ,1,At Cleared  Traffic Congestion At Duval At Interstate 95 South From Beyond 8Th St To Ramp To Interstate 10 ,
2016-11-29 21:34:32+00:00,"CLEARED  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",official,fl511_northeast,"CLEARED  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",1,"At Cleared  Disabled Truck At Duval At Interstate 295 West South Before Pritchard Rd, Right Shoulder Blocked ",
2016-11-29 21:34:31+00:00,CLEARED  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,official,fl511_northeast,CLEARED  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,1,At Cleared  Disabled Vehicle At Duval At Interstate 295 East North At Exit 53 Butler ,{'East North'}
2016-11-29 21:29:44+00:00,"UPDATE  Disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",official,fl511_northeast,"UPDATE  Disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",1,"At Update  Disabled Vehicle At Duval At Interstate 295 West North At Buckman, Left Shoulder Blocked ","{'Buckman', 'West North'}"
2016-11-29 21:29:43+00:00,UPDATE  Traffic congestion in Duval on I-95 south from beyond 8th St to ramp to I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from beyond 8th St to ramp to I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Beyond 8Th St To Ramp To Interstate 10 ,
2016-11-29 21:24:29+00:00,"NEW  Unconfirmed disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",official,fl511_northeast,"NEW  Unconfirmed disabled vehicle in Duval on I-295 W north at Buckman, left shoulder blocked ",1,"At New  Unconfirmed Disabled Vehicle At Duval At Interstate 295 West North At Buckman, Left Shoulder Blocked ","{'Buckman', 'West North'}"
2016-11-29 21:14:10+00:00,UPDATE  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,official,fl511_northeast,UPDATE  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,1,At Update  Disabled Vehicle At Duval At Interstate 295 East North At Exit 53 Butler ,{'East North'}
2016-11-29 21:14:10+00:00,UPDATE  Traffic congestion in Duval on I-95 south from before 8th St to ramp to I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from before 8th St to ramp to I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Before 8Th St To Ramp To Interstate 10 ,
2016-11-29 21:05:30+00:00,"NEW  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",official,fl511_northeast,"NEW  Disabled truck in Duval on I-295 W south before Pritchard Rd, right shoulder blocked ",1,"At New  Disabled Truck At Duval At Interstate 295 West South Before Pritchard Rd, Right Shoulder Blocked ",
2016-11-29 21:05:30+00:00,NEW  Traffic congestion in Duval on I-295 W north from Exit 61 I-95 to at Exit 3 St Aug Rd ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-295 W north from Exit 61 I-95 to at Exit 3 St Aug Rd ,1,At New  Traffic Congestion At Duval At Interstate 295 West North From Exit 61 Interstate 95 To At Exit 3 St Aug Rd ,"{'Exit 3 St Aug Rd', 'Interstate 295 West North'}"
2016-11-29 21:05:29+00:00,NEW  Traffic congestion in Duval on I-95 south ramp to Exit 344 Butler ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 south ramp to Exit 344 Butler ,1,At New  Traffic Congestion At Duval At Interstate 95 South Ramp To Exit 344 Butler ,"{'Interstate 95 South Ramp', 'Exit 344 Butler'}"
2016-11-29 21:05:28+00:00,NEW  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,official,fl511_northeast,NEW  Disabled vehicle in Duval on I-295 E north at Exit 53 Butler ,1,At New  Disabled Vehicle At Duval At Interstate 295 East North At Exit 53 Butler ,{'East North'}
2016-11-29 21:05:27+00:00,UPDATE  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 South From Before Exit 353 Union St To Ramp To Interstate 10 ,
2016-11-29 20:59:15+00:00,UPDATE  Traffic congestion in Duval on I-295 E south from beyond Butler to at Exit 56 Baymeadows ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-295 E south from beyond Butler to at Exit 56 Baymeadows ,1,At Update  Traffic Congestion At Duval At Interstate 295 East South From Beyond Butler To At Exit 56 Baymeadows ,"{'East South', 'Exit 56'}"
2016-11-29 20:54:12+00:00,NEW  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to I-10 ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 south from before Exit 353 Union St to ramp to I-10 ,1,At New  Traffic Congestion At Duval At Interstate 95 South From Before Exit 353 Union St To Ramp To Interstate 10 ,
2016-11-29 20:54:10+00:00,"CLEARED  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",official,fl511_northeast,"CLEARED  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",1,"At Cleared  Disabled Vehicle At Duval At Interstate 295 West South Before St Aug Rd, Right Shoulder Blocked ",
2016-11-29 20:49:44+00:00,UPDATE  Traffic congestion in Duval on I-95 north from beyond Emerson to ramp to Exit 351 I-10 ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-95 north from beyond Emerson to ramp to Exit 351 I-10 ,1,At Update  Traffic Congestion At Duval At Interstate 95 North From Beyond Emerson To Ramp To Exit 351 Interstate 10 ,{'Exit 351 Interstate 10'}
2016-11-29 20:44:21+00:00,"CLEARED  Disabled vehicle in Duval on I-295 E south at Dames Point, right shoulder blocked ",official,fl511_northeast,"CLEARED  Disabled vehicle in Duval on I-295 E south at Dames Point, right shoulder blocked ",1,"At Cleared  Disabled Vehicle At Duval At Interstate 295 East South At Dames Point, Right Shoulder Blocked ",
2016-11-29 20:35:00+00:00,NEW  Traffic congestion in Duval on I-95 north from Fuller Warren to ramp to Exit 351 I-10 ,official,fl511_northeast,NEW  Traffic congestion in Duval on I-95 north from Fuller Warren to ramp to Exit 351 I-10 ,1,At New  Traffic Congestion At Duval At Interstate 95 North From Fuller Warren To Ramp To Exit 351 Interstate 10 ,{'Exit 351 Interstate 10'}
2016-11-29 20:34:58+00:00,"UPDATE  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",official,fl511_northeast,"UPDATE  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",1,"At Update  Disabled Vehicle At Duval At Interstate 295 West South Before St Aug Rd, Right Shoulder Blocked ",
2016-11-29 20:29:32+00:00,"UPDATE  Disabled vehicle in Duval on I-295 E south at Dames Point, right shoulder blocked ",official,fl511_northeast,"UPDATE  Disabled vehicle in Duval on I-295 E south at Dames Point, right shoulder blocked ",1,"At Update  Disabled Vehicle At Duval At Interstate 295 East South At Dames Point, Right Shoulder Blocked ",{'East South'}
2016-11-29 20:24:09+00:00,CLEARED  Disabled vehicle in Duval on I-10 east ramp from Lenox Ave ,official,fl511_northeast,CLEARED  Disabled vehicle in Duval on I-10 east ramp from Lenox Ave ,1,At Cleared  Disabled Vehicle At Duval At Interstate 10 East Ramp From Lenox Ave ,
2016-11-29 20:24:09+00:00,"CLEARED  Disabled vehicle in Duval on I-295 W south before Normandy Blvd, right shoulder blocked ",official,fl511_northeast,"CLEARED  Disabled vehicle in Duval on I-295 W south before Normandy Blvd, right shoulder blocked ",1,"At Cleared  Disabled Vehicle At Duval At Interstate 295 West South Before Normandy Boulevard, Right Shoulder Blocked ",
2016-11-29 20:24:09+00:00,UPDATE  Traffic congestion in Duval on I-295 E south from beyond Butler to at Exit 56 Baymeadows ,official,fl511_northeast,UPDATE  Traffic congestion in Duval on I-295 E south from beyond Butler to at Exit 56 Baymeadows ,1,At Update  Traffic Congestion At Duval At Interstate 295 East South From Beyond Butler To At Exit 56 Baymeadows ,"{'East South', 'Exit 56'}"
2016-11-29 20:19:11+00:00,"NEW  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",official,fl511_northeast,"NEW  Disabled vehicle in Duval on I-295 W south before St Aug Rd, right shoulder blocked ",1,"At New  Disabled Vehicle At Duval At Interstate 295 West South Before St Aug Rd, Right Shoulder Blocked ",
2016-11-29 20:19:10+00:00,NEW  Disabled vehicle in Duval on I-10 east ramp from Lenox Ave ,official,fl511_northeast,NEW  Disabled vehicle in Duval on I-10 east ramp from Lenox Ave ,1,At New  Disabled Vehicle At Duval At Interstate 10 East Ramp From Lenox Ave ,
2016-11-29 20:19:10+00:00,CLEARED  Disabled truck in Duval on I-95 north ramp to Exit 335 St Aug Rd ,official,fl511_northeast,CLEARED  Disabled truck in Duval on I-95 north ramp to Exit 335 St Aug Rd ,1,At Cleared  Disabled Truck At Duval At Interstate 95 North Ramp To Exit 335 St Aug Rd ,{'Exit 335 St Aug Rd'}
2016-11-29 20:14:27+00:00,CLEARED  Disabled truck in Duval on I-295 W south ramp to Exit 19 Normandy Blvd ,official,fl511_northeast,CLEARED  Disabled truck in Duval on I-295 W south ramp to Exit 19 Normandy Blvd ,1,At Cleared  Disabled Truck At Duval At Interstate 295 West South Ramp To Exit 19 Normandy Boulevard ,"{'Exit 19', 'Normandy Boulevard'}"
2016-11-29 20:14:27+00:00,"CLEARED  Unconfirmed disabled vehicle in Duval on I-95 south at Fuller Warren, right shoulder blocked ",official,fl511_northeast,"CLEARED  Unconfirmed disabled vehicle in Duval on I-95 south at Fuller Warren, right shoulder blocked ",1,"At Cleared  Unconfirmed Disabled Vehicle At Duval At Interstate 95 South At Fuller Warren, Right Shoulder Blocked ",
2016-11-29 20:14:26+00:00,"CLEARED  Disabled vehicle in Duval on I-10 east before Cassat, right shoulder blocked ",official,fl511_northeast,"CLEARED  Disabled vehicle in Duval on I-10 east before Cassat, right shoulder blocked ",1,"At Cleared  Disabled Vehicle At Duval At Interstate 10 East Before Cassat, Right Shoulder Blocked ",
2016-11-29 20:14:26+00:00,"CLEARED  Disabled vehicle in Duval on SR-202   Butler Blvd east at I-95, left lane blocked ",official,fl511_northeast,"CLEARED  Disabled vehicle in Duval on SR-202   Butler Blvd east at I-95, left lane blocked ",1,"At Cleared  Disabled Vehicle At Duval At Sr-202   Butler Boulevard East At Interstate 95, Left Lane Blocked ",
2016-11-29 20:14:25+00:00,UPDATE  Disabled truck in Duval on I-95 north ramp to Exit 335 St Aug Rd ,official,fl511_northeast,UPDATE  Disabled truck in Duval on I-95 north ramp to Exit 335 St Aug Rd ,1,At Update  Disabled Truck At Duval At Interstate 95 North Ramp To Exit 335 St Aug Rd ,"{'Exit 335 St Aug Rd', 'Interstate 95 North Ramp'}"
2016-11-29 20:10:04+00:00,"NEW  Disabled vehicle in Duval on I-295 W south before Normandy Blvd, right shoulder blocked ",official,fl511_northeast,"NEW  Disabled vehicle in Duval on I-295 W south before Normandy Blvd, right shoulder blocked ",1,"At New  Disabled Vehicle At Duval At Interstate 295 West South Before Normandy Boulevard, Right Shoulder Blocked ",
2016-11-29 20:10:04+00:00,"NEW  Disabled vehicle in Duval on I-295 E south at Dames Point, right lane blocked ",official,fl511_northeast,"NEW  Disabled vehicle in Duval on I-295 E south at Dames Point, right lane blocked ",1,"At New  Disabled Vehicle At Duval At Interstate 295 East South At Dames Point, Right Lane Blocked ",
2016-11-29 20:05:37+00:00,NEW  Disabled truck in Duval on I-295 W south ramp to Exit 19 Normandy Blvd ,official,fl511_northeast,NEW  Disabled truck in Duval on I-295 W south ramp to Exit 19 Normandy Blvd ,1,At New  Disabled Truck At Duval At Interstate 295 West South Ramp To Exit 19 Normandy Boulevard ,"{'Exit 19', 'Normandy Boulevard'}"
2016-11-29 20:05:37+00:00,"NEW  Unconfirmed disabled vehicle in Duval on I-95 south at Fuller Warren, right shoulder blocked ",official,fl511_northeast,"NEW  Unconfirmed disabled vehicle in Duval on I-95 south at Fuller Warren, right shoulder blocked ",1,"At New  Unconfirmed Disabled Vehicle At Duval At Interstate 95 South At Fuller Warren, Right Shoulder Blocked ",
2016-11-29 20:05:36+00:00,"NEW  Disabled vehicle in Duval on I-10 east before Cassat, right shoulder blocked ",official,fl511_northeast,"NEW  Disabled vehicle in Duval on I-10 east before Cassat, right shoulder blocked ",1,"At New  Disabled Vehicle At Duval At Interstate 10 East Before Cassat, Right Shoulder Blocked ",
2016-11-29 19:59:54+00:00,"NEW  Disabled vehicle in Duval on SR-202   Butler Blvd east at I-95, left lane blocked ",official,fl511_northeast,"NEW  Disabled vehicle in Duval on SR-202   Butler Blvd east at I-95, left lane blocked ",1,"At New  Disabled Vehicle At Duval At Sr-202   Butler Boulevard East At Interstate 95, Left Lane Blocked ",
